"filename", "language", "Log", "Python", "Markdown", "pip requirements", "HTML", "JavaScript", "CSS", "XML", "Database", "Properties", "comment", "blank", "total"
"y:\研究生\跨越网关\代码\Gateway_System\web\app\static\device\js\data.js", "JavaScript", 0, 0, 0, 0, 0, 799, 0, 0, 0, 0, 0, 1, 800
"y:\研究生\跨越网关\代码\Gateway_System\web\app\static\device\scripts\app.js", "JavaScript", 0, 0, 0, 0, 0, 61878, 0, 0, 0, 0, 2669, 3345, 67892
"y:\研究生\跨越网关\代码\Gateway_System\web\app\static\device\scripts\data.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"y:\研究生\跨越网关\代码\Gateway_System\web\app\static\login\css\style.css", "CSS", 0, 0, 0, 0, 0, 0, 287, 0, 0, 0, 15, 1, 303
"y:\研究生\跨越网关\代码\Gateway_System\web\app\static\login\js\jquery-2.2.3.min.js", "JavaScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 5
"y:\研究生\跨越网关\代码\Gateway_System\web\app\templates\device\base.html", "HTML", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 6, 10, 138
"y:\研究生\跨越网关\代码\Gateway_System\web\app\templates\device\data.html", "HTML", 0, 0, 0, 0, 442, 0, 0, 0, 0, 0, 2, 8, 452
"y:\研究生\跨越网关\代码\Gateway_System\web\app\templates\device\index.html", "HTML", 0, 0, 0, 0, 536, 0, 0, 0, 0, 0, 2, 12, 550
"y:\研究生\跨越网关\代码\Gateway_System\web\app\templates\login\login.html", "HTML", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 20, 10, 103
"y:\研究生\跨越网关\代码\Gateway_System\web\app\utils\get_time.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 44
"y:\研究生\跨越网关\代码\Gateway_System\web\app\views\device\__init__.py", "Python", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 22
"y:\研究生\跨越网关\代码\Gateway_System\web\app\views\device\views.py", "Python", 0, 385, 0, 0, 0, 0, 0, 0, 0, 0, 68, 60, 513
"y:\研究生\跨越网关\代码\Gateway_System\web\app\views\index\__init__.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 16
"y:\研究生\跨越网关\代码\Gateway_System\web\app\views\index\views.py", "Python", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 36
"y:\研究生\跨越网关\代码\Gateway_System\web\app\views\login\__init__.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 20
"y:\研究生\跨越网关\代码\Gateway_System\web\app\views\login\views.py", "Python", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 43
"Total", "-", 2835, 1638, 9, 6, 1173, 129927, 957911, 3557, 99, 4, 42011, 242019, 1381189
